SMILES,RDKit_valid,MolWeight,QED
COc1cc(N)c(Cl)cc1C(=O)NC1C2CC3CN(C2)CC31.Cl,True,358.2690000000002,0.8118246637200269
COc1cc(N)c(Cl)cc1C(=O)NCC12CC3CN(CC3C1)C2,True,335.83500000000015,0.8258731401511901
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,True,426.4880000000001,0.3798624175213931
NC1CCc2cc(O)c(O)cc2[C@H]1c1ccccc1,True,255.317,0.6858341515534978
CCCN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,True,295.382,0.8315265224605813
CN1C2CCC1CC(NC(=O)c1cnn3ccccc13)C2,True,284.36300000000006,0.9127441162428023
CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,True,341.4330000000001,0.7869434425499668
CN1C2CCC1CC(OC(=O)c1cnn3ccccc13)C2,True,285.3470000000001,0.7929685046297701
NC1CCc2cc(O)c(O)cc2C1,True,179.21899999999997,0.5185574975804789
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,True,395.47800000000007,0.7634482407563192
CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,True,361.52900000000017,0.7253217496691057
NCCc1c[nH]c2ccc(O)cc12,True,176.21899999999997,0.6468452624532928
CC(C)(C)[C@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,True,361.52900000000017,0.7253217496691057
NCCc1ccc(O)c(O)c1,True,153.18099999999998,0.544872838506118
NC[C@H](O)c1ccc(O)c(O)c1,True,169.17999999999998,0.4724272074622585
O=C1CC2(CCCC2)CC(=O)N1CCCCNCC1COc2ccccc2C1,True,384.52000000000015,0.5787453217552226
COc1cccc2c1CC1(CCCN1CCCCN1C(=O)CC3(CCCC3)CC1=O)CO2,True,440.58400000000034,0.4951415229554503
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)CC1COc2cccc(OC)c2C1,True,456.62700000000024,0.38460857661935355
COc1cccc2c1CC(CNCCCCN1C(=O)CC3(CCCC3)CC1=O)CO2,True,414.54600000000033,0.5220683658844472
CCCN(CCC)CC1COc2cccc(OC)c2C1,True,277.408,0.7625007526141904
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1COc2cccc(OC)c2C1,True,442.6000000000002,0.4237406786115096
N#Cc1ccc(CCOC(=O)NC2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,True,517.6200000000002,0.3487399017075791
N#Cc1ccc(CCOC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,True,503.59300000000013,0.3734279277088432
CCOc1ccc(CCNC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,True,521.6520000000003,0.34459366740878916
O=C1NCN(c2ccccc2)C12CCN(Cc1cccc(Oc3ccccc3)c1)CC2,True,413.52100000000013,0.6731386185506671
O=C1NCN(c2ccccc2)C12CCN(Cc1ccc3nsnc3c1)CC2,True,379.4890000000001,0.7580283892502304
CNC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3cc4c(cc3Cl)OCO4)CC2)C1=O,True,470.9570000000004,0.7232696568959568
O=C(OCCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,True,496.5730000000002,0.36363975121640496
